occupancy_date,shelter_city,sector,total_occupancy,total_capacity
2017-03-18,Scarborough,Youth,0,0
2017-03-18,Toronto,Co-ed,476,515
2017-03-18,Toronto,Families,1166,1156
2017-03-18,Toronto,Men,1703,1780
2017-03-18,Toronto,Women,674,685
2017-03-18,Toronto,Youth,368,392
2017-03-19,Etobicoke,Youth,53,53
2017-03-19,North York,Youth,71,73
2017-03-19,Scarborough,Co-ed,66,67
2017-03-19,Scarborough,Youth,0,0
2017-03-19,Toronto,Co-ed,474,515
2017-03-19,Toronto,Families,1174,1156
2017-03-19,Toronto,Men,1683,1780
2017-03-19,Toronto,Women,665,685
2017-03-19,Toronto,Youth,365,392
2017-03-20,Etobicoke,Youth,53,53
2017-03-20,North York,Youth,71,73
2017-03-20,Scarborough,Co-ed,67,67
2017-03-20,Scarborough,Youth,0,0
2017-03-20,Toronto,Co-ed,388,515
2017-03-20,Toronto,Families,1183,1156
2017-03-20,Toronto,Men,1702,1780
2017-03-20,Toronto,Women,672,685
2017-03-20,Toronto,Youth,367,392
2017-03-21,Etobicoke,Youth,52,53
2017-03-21,North York,Youth,71,73
2017-03-21,Scarborough,Co-ed,67,67
2017-03-21,Scarborough,Youth,0,0
2017-03-21,Toronto,Co-ed,391,515
2017-03-21,Toronto,Families,1186,1156
2017-03-21,Toronto,Men,1715,1780
2017-03-21,Toronto,Women,671,685
2017-03-21,Toronto,Youth,373,392
2017-03-22,Etobicoke,Youth,51,53
2017-03-22,North York,Youth,72,73
2017-03-22,Scarborough,Co-ed,67,67
2017-03-22,Scarborough,Youth,0,0
2017-03-22,Toronto,Co-ed,392,515
2017-03-22,Toronto,Families,1195,1156
2017-03-22,Toronto,Men,1712,1780
2017-03-22,Toronto,Women,668,685
2017-03-22,Toronto,Youth,370,392
2017-03-23,Etobicoke,Youth,52,53
2017-03-23,North York,Youth,73,73
2017-03-23,Scarborough,Co-ed,67,67
2017-03-23,Scarborough,Youth,0,0
2017-03-23,Toronto,Co-ed,392,515
2017-03-23,Toronto,Families,1197,1156
2017-03-23,Toronto,Men,1700,1780
2017-03-23,Toronto,Women,666,685
2017-03-23,Toronto,Youth,374,392
2017-03-24,Etobicoke,Youth,52,53
2017-03-24,North York,Youth,71,73
2017-03-24,Scarborough,Co-ed,67,67
2017-03-24,Scarborough,Youth,0,0
2017-03-24,Toronto,Co-ed,478,535
2017-03-24,Toronto,Families,1212,1236
2017-03-24,Toronto,Men,1701,1780
2017-03-24,Toronto,Women,667,685
2017-03-24,Toronto,Youth,377,392
2017-03-25,Etobicoke,Youth,52,53
2017-03-25,North York,Youth,72,73
2017-03-25,Scarborough,Co-ed,67,67
2017-03-25,Scarborough,Youth,0,0
2017-03-25,Toronto,Co-ed,475,535
2017-03-25,Toronto,Families,1215,1236
2017-03-25,Toronto,Men,1695,1780
2017-03-25,Toronto,Women,664,685
2017-03-25,Toronto,Youth,376,392
2017-03-26,Etobicoke,Youth,51,53
2017-03-26,North York,Youth,70,73
2017-03-26,Scarborough,Co-ed,67,67
2017-03-26,Scarborough,Youth,0,0
2017-03-26,Toronto,Co-ed,474,535
2017-03-26,Toronto,Families,1221,1236
2017-03-26,Toronto,Men,1691,1780
2017-03-26,Toronto,Women,665,685
2017-03-26,Toronto,Youth,376,392
2017-03-27,Etobicoke,Youth,51,53
2017-03-27,North York,Youth,70,73
2017-03-27,Scarborough,Co-ed,67,67
2017-03-27,Scarborough,Youth,0,0
2017-03-27,Toronto,Co-ed,391,535
2017-03-27,Toronto,Families,1238,1236
2017-03-27,Toronto,Men,1695,1780
2017-03-27,Toronto,Women,667,685
2017-03-27,Toronto,Youth,369,392
2017-03-28,Etobicoke,Youth,51,53
2017-03-28,North York,Youth,73,73
2017-03-28,Scarborough,Co-ed,66,67
2017-03-28,Scarborough,Youth,0,0
2017-03-28,Toronto,Co-ed,397,535
2017-03-28,Toronto,Families,1240,1236
2017-03-28,Toronto,Men,1691,1780
2017-03-28,Toronto,Women,669,685
2017-03-28,Toronto,Youth,370,392
2017-03-29,Etobicoke,Youth,51,53
2017-03-29,North York,Youth,73,73
2017-03-29,Scarborough,Co-ed,67,67
2017-03-29,Scarborough,Youth,0,0
2017-03-29,Toronto,Co-ed,401,535
2017-03-29,Toronto,Families,1244,1236
2017-03-29,Toronto,Men,1683,1780
2017-03-29,Toronto,Women,662,685
2017-03-29,Toronto,Youth,372,392
2017-03-30,Etobicoke,Youth,51,53
2017-03-30,North York,Youth,73,73
2017-03-30,Scarborough,Co-ed,67,67
2017-03-30,Scarborough,Youth,0,0
2017-03-30,Toronto,Co-ed,401,535
2017-03-30,Toronto,Families,1259,1236
2017-03-30,Toronto,Men,1706,1780
2017-03-30,Toronto,Women,663,685
2017-03-30,Toronto,Youth,377,392
2017-03-31,Etobicoke,Youth,51,53
2017-03-31,North York,Youth,71,73
2017-03-31,Scarborough,Co-ed,66,67
2017-03-31,Scarborough,Youth,0,0
2017-03-31,Toronto,Co-ed,491,545
2017-03-31,Toronto,Families,1250,1331
2017-03-31,Toronto,Men,1670,1792
2017-03-31,Toronto,Women,662,685
2017-03-31,Toronto,Youth,381,392
2017-04-01,Etobicoke,Youth,50,53
2017-04-01,North York,Youth,69,73
2017-04-01,Scarborough,Co-ed,66,67
2017-04-01,Scarborough,Youth,0,0
2017-04-01,Toronto,Co-ed,452,515
2017-04-01,Toronto,Families,1035,1150
2017-04-01,Toronto,Men,1622,1706
2017-04-01,Toronto,Women,645,697
2017-04-01,Toronto,Youth,380,392
2017-04-02,Etobicoke,Youth,52,53
2017-04-02,North York,Youth,69,73
2017-04-02,Scarborough,Co-ed,67,67
2017-04-02,Scarborough,Youth,0,0
2017-04-02,Toronto,Co-ed,476,515
2017-04-02,Toronto,Families,1044,1156
2017-04-02,Toronto,Men,1666,1756
2017-04-02,Toronto,Women,664,697
2017-04-02,Toronto,Youth,371,392
2017-04-03,Etobicoke,Youth,52,53
2017-04-03,North York,Youth,73,73
2017-04-03,Scarborough,Co-ed,67,67
2017-04-03,Scarborough,Youth,0,0
2017-04-03,Toronto,Co-ed,479,515
2017-04-03,Toronto,Families,1123,1156
2017-04-03,Toronto,Men,1686,1780
2017-04-03,Toronto,Women,658,697
2017-04-03,Toronto,Youth,372,392
2017-04-04,Etobicoke,Youth,51,53
2017-04-04,North York,Youth,73,73
2017-04-04,Scarborough,Co-ed,67,67
2017-04-04,Scarborough,Youth,0,0
2017-04-04,Toronto,Co-ed,406,545
2017-04-04,Toronto,Families,1199,1331
2017-04-04,Toronto,Men,1675,1792
2017-04-04,Toronto,Women,664,685
2017-04-04,Toronto,Youth,383,392
2017-04-05,Etobicoke,Youth,52,53
2017-04-05,North York,Youth,73,73
2017-04-05,Scarborough,Co-ed,64,67
2017-04-05,Scarborough,Youth,0,0
2017-04-05,Toronto,Co-ed,424,555
2017-04-05,Toronto,Families,1350,1382
2017-04-05,Toronto,Men,1705,1788
2017-04-05,Toronto,Women,680,697
2017-04-05,Toronto,Youth,382,392
2017-04-06,Etobicoke,Youth,51,53
2017-04-06,North York,Youth,71,73
2017-04-06,Scarborough,Co-ed,67,67
2017-04-06,Scarborough,Youth,0,0
2017-04-06,Toronto,Co-ed,503,555
2017-04-06,Toronto,Families,1444,1442
2017-04-06,Toronto,Men,1676,1775
2017-04-06,Toronto,Women,677,697
2017-04-06,Toronto,Youth,371,392
2017-04-07,Etobicoke,Youth,53,53
2017-04-07,North York,Youth,71,73
2017-04-07,Scarborough,Co-ed,65,67
2017-04-07,Scarborough,Youth,0,0
2017-04-07,Toronto,Co-ed,419,559
2017-04-07,Toronto,Families,1508,1582
2017-04-07,Toronto,Men,1643,1751
2017-04-07,Toronto,Women,694,707
2017-04-07,Toronto,Youth,376,392
2017-04-08,Etobicoke,Youth,53,53
2017-04-08,North York,Youth,72,73
2017-04-08,Scarborough,Co-ed,67,67
2017-04-08,Toronto,Co-ed,420,559
2017-04-08,Toronto,Families,1627,1711
2017-04-08,Toronto,Men,1657,1739
2017-04-08,Toronto,Women,690,697
2017-04-08,Toronto,Youth,381,392
2017-04-09,Etobicoke,Youth,52,53
2017-04-09,North York,Youth,73,73
2017-04-09,Scarborough,Co-ed,67,67
2017-04-09,Toronto,Co-ed,409,559
2017-04-09,Toronto,Families,1661,1711
2017-04-09,Toronto,Men,1670,1729
2017-04-09,Toronto,Women,684,697
2017-04-09,Toronto,Youth,382,392
2017-04-10,Etobicoke,Youth,51,53
2017-04-10,North York,Youth,70,73
2017-04-10,Scarborough,Co-ed,64,67
2017-04-10,Toronto,Co-ed,407,519
2017-04-10,Toronto,Families,1783,1821
2017-04-10,Toronto,Men,1683,1749
2017-04-10,Toronto,Women,694,711
2017-04-10,Toronto,Youth,381,392
2017-04-11,Etobicoke,Youth,51,53
2017-04-11,North York,Youth,72,73
2017-04-11,Scarborough,Co-ed,65,67
2017-04-11,Toronto,Co-ed,495,519
2017-04-11,Toronto,Families,1888,1941
2017-04-11,Toronto,Men,1690,1751
2017-04-11,Toronto,Women,719,727
2017-04-11,Toronto,Youth,388,392
2017-04-12,Etobicoke,Youth,52,53
2017-04-12,North York,Youth,69,73
2017-04-12,Scarborough,Co-ed,67,67
2017-04-12,Toronto,Co-ed,412,519
2017-04-12,Toronto,Families,1914,1927
2017-04-12,Toronto,Men,1671,1814
2017-04-12,Toronto,Women,722,731
2017-04-12,Toronto,Youth,378,392
2017-04-13,Etobicoke,Youth,53,53
2017-04-13,North York,Youth,72,73
2017-04-13,Scarborough,Co-ed,67,67
2017-04-13,Scarborough,Youth,0,0
2017-04-13,Toronto,Co-ed,420,545
2017-04-13,Toronto,Families,1279,1331
2017-04-13,Toronto,Men,1694,1792
2017-04-13,Toronto,Women,670,685
2017-04-13,Toronto,Youth,379,392
2017-04-14,Etobicoke,Youth,53,53
2017-04-14,North York,Youth,73,73
2017-04-14,Scarborough,Co-ed,67,67
2017-04-14,Scarborough,Youth,0,0
2017-04-14,Toronto,Co-ed,505,545
2017-04-14,Toronto,Families,1283,1331
2017-04-14,Toronto,Men,1705,1792
2017-04-14,Toronto,Women,667,685
2017-04-14,Toronto,Youth,378,392
2017-04-15,Etobicoke,Youth,52,53
2017-04-15,North York,Youth,72,73
2017-04-15,Scarborough,Co-ed,66,67
2017-04-15,Scarborough,Youth,0,0
2017-04-15,Toronto,Co-ed,506,545
2017-04-15,Toronto,Families,1285,1331
2017-04-15,Toronto,Men,1706,1792
2017-04-15,Toronto,Women,667,685
2017-04-15,Toronto,Youth,377,392
2017-04-16,Etobicoke,Youth,53,53
2017-04-16,North York,Youth,73,73
2017-04-16,Scarborough,Co-ed,67,67
2017-04-16,Scarborough,Youth,0,0
2017-04-16,Toronto,Co-ed,506,545
2017-04-16,Toronto,Families,1291,1331
2017-04-16,Toronto,Men,1703,1792
2017-04-16,Toronto,Women,666,685
2017-04-16,Toronto,Youth,377,392
2017-04-17,Etobicoke,Youth,53,53
2017-04-17,North York,Youth,72,73
2017-04-17,Scarborough,Co-ed,66,67
2017-04-17,Scarborough,Youth,0,0
2017-04-17,Toronto,Co-ed,421,545
2017-04-17,Toronto,Families,1283,1331
2017-04-17,Toronto,Men,1733,1792
2017-04-17,Toronto,Women,667,685
2017-04-17,Toronto,Youth,381,392
2017-04-18,Etobicoke,Youth,53,53
2017-04-18,North York,Youth,73,73
2017-04-18,Scarborough,Co-ed,67,67
2017-04-18,Scarborough,Youth,0,0
2017-04-18,Toronto,Co-ed,421,545
2017-04-18,Toronto,Families,1296,1331
2017-04-18,Toronto,Men,1702,1792
2017-04-18,Toronto,Women,665,685
2017-04-18,Toronto,Youth,378,392
2017-04-19,Etobicoke,Youth,53,53
2017-04-19,North York,Youth,69,73
2017-04-19,Scarborough,Co-ed,66,67
2017-04-19,Scarborough,Youth,0,0
2017-04-19,Toronto,Co-ed,421,555
2017-04-19,Toronto,Families,1323,1367
2017-04-19,Toronto,Men,1705,1792
2017-04-19,Toronto,Women,671,685
2017-04-19,Toronto,Youth,377,392
2017-04-20,Etobicoke,Youth,53,53
2017-04-20,North York,Youth,73,73
2017-04-20,Scarborough,Co-ed,66,67
2017-04-20,Scarborough,Youth,0,0
2017-04-20,Toronto,Co-ed,418,555
2017-04-20,Toronto,Families,1328,1367
2017-04-20,Toronto,Men,1712,1792
2017-04-20,Toronto,Women,671,685
2017-04-20,Toronto,Youth,380,392
2017-04-21,Etobicoke,Youth,52,53
2017-04-21,North York,Youth,73,73
2017-04-21,Scarborough,Co-ed,67,67
2017-04-21,Scarborough,Youth,0,0
2017-04-21,Toronto,Co-ed,504,555
2017-04-21,Toronto,Families,1328,1367
2017-04-21,Toronto,Men,1714,1792
2017-04-21,Toronto,Women,671,697
2017-04-21,Toronto,Youth,386,392
2017-04-22,Etobicoke,Youth,52,53
2017-04-22,North York,Youth,73,73
2017-04-22,Scarborough,Co-ed,67,67
2017-04-22,Scarborough,Youth,0,0
2017-04-22,Toronto,Co-ed,501,555
2017-04-22,Toronto,Families,1335,1367
2017-04-22,Toronto,Men,1700,1792
2017-04-22,Toronto,Women,675,697
2017-04-22,Toronto,Youth,383,392
2017-04-23,Etobicoke,Youth,52,53
2017-04-23,North York,Youth,73,73
2017-04-23,Scarborough,Co-ed,67,67
2017-04-23,Scarborough,Youth,0,0
2017-04-23,Toronto,Co-ed,500,555
2017-04-23,Toronto,Families,1347,1367
2017-04-23,Toronto,Men,1709,1792
2017-04-23,Toronto,Women,676,697
2017-04-23,Toronto,Youth,373,392
2017-04-24,Etobicoke,Youth,51,53
2017-04-24,North York,Youth,71,73
2017-04-24,Scarborough,Co-ed,67,67
2017-04-24,Scarborough,Youth,0,0
2017-04-24,Toronto,Co-ed,420,555
2017-04-24,Toronto,Families,1374,1367
2017-04-24,Toronto,Men,1726,1792
2017-04-24,Toronto,Women,678,697
2017-04-24,Toronto,Youth,378,392
2017-04-25,Etobicoke,Youth,53,53
2017-04-25,North York,Youth,73,73
2017-04-25,Scarborough,Co-ed,67,67
2017-04-25,Scarborough,Youth,0,0
2017-04-25,Toronto,Co-ed,423,555
2017-04-25,Toronto,Families,1382,1382
2017-04-25,Toronto,Men,1717,1792
2017-04-25,Toronto,Women,679,697
2017-04-25,Toronto,Youth,377,392
2017-04-26,Etobicoke,Youth,53,53
2017-04-26,North York,Youth,71,73
2017-04-26,Scarborough,Co-ed,67,67
2017-04-26,Scarborough,Youth,0,0
2017-04-26,Toronto,Co-ed,423,555
2017-04-26,Toronto,Families,1375,1382
2017-04-26,Toronto,Men,1700,1792
2017-04-26,Toronto,Women,674,697
2017-04-26,Toronto,Youth,380,392
2017-04-27,Etobicoke,Youth,53,53
2017-04-27,North York,Youth,73,73
2017-04-27,Scarborough,Co-ed,65,67
2017-04-27,Scarborough,Youth,0,0
2017-04-27,Toronto,Co-ed,422,555
2017-04-27,Toronto,Families,1383,1382
2017-04-27,Toronto,Men,1691,1792
2017-04-27,Toronto,Women,676,697
2017-04-27,Toronto,Youth,379,392
2017-04-28,Etobicoke,Youth,53,53
2017-04-28,North York,Youth,73,73
2017-04-28,Scarborough,Co-ed,66,67
2017-04-28,Scarborough,Youth,0,0
2017-04-28,Toronto,Co-ed,502,555
2017-04-28,Toronto,Families,1383,1382
2017-04-28,Toronto,Men,1696,1792
2017-04-28,Toronto,Women,676,697
2017-04-28,Toronto,Youth,383,392
2017-04-29,Etobicoke,Youth,53,53
2017-04-29,North York,Youth,73,73
2017-04-29,Scarborough,Co-ed,67,67
2017-04-29,Scarborough,Youth,0,0
2017-04-29,Toronto,Co-ed,507,555
2017-04-29,Toronto,Families,1370,1382
2017-04-29,Toronto,Men,1687,1792
2017-04-29,Toronto,Women,683,697
2017-04-29,Toronto,Youth,381,392
2017-04-30,Etobicoke,Youth,53,53
2017-04-30,North York,Youth,72,73
2017-04-30,Scarborough,Co-ed,67,67
2017-04-30,Scarborough,Youth,0,0
2017-04-30,Toronto,Co-ed,509,555
2017-04-30,Toronto,Families,1374,1382
2017-04-30,Toronto,Men,1694,1792
2017-04-30,Toronto,Women,680,697
2017-04-30,Toronto,Youth,382,392
2017-05-01,Etobicoke,Youth,52,53
2017-05-01,North York,Youth,69,73
2017-05-01,Scarborough,Co-ed,67,67
2017-05-01,Scarborough,Youth,0,0
2017-05-01,Toronto,Co-ed,453,515
2017-05-01,Toronto,Families,1040,1150
2017-05-01,Toronto,Men,1621,1706
2017-05-01,Toronto,Women,646,697
2017-05-01,Toronto,Youth,380,392
2017-05-02,Etobicoke,Youth,52,53
2017-05-02,North York,Youth,70,73
2017-05-02,Scarborough,Co-ed,66,67
2017-05-02,Scarborough,Youth,0,0
2017-05-02,Toronto,Co-ed,467,515
2017-05-02,Toronto,Families,1043,1156
2017-05-02,Toronto,Men,1656,1756
2017-05-02,Toronto,Women,661,697
2017-05-02,Toronto,Youth,374,392
2017-05-03,Etobicoke,Youth,51,53
2017-05-03,North York,Youth,73,73
2017-05-03,Scarborough,Co-ed,65,67
2017-05-03,Scarborough,Youth,0,0
2017-05-03,Toronto,Co-ed,475,515
2017-05-03,Toronto,Families,1112,1156
2017-05-03,Toronto,Men,1666,1780
2017-05-03,Toronto,Women,659,697
2017-05-03,Toronto,Youth,376,392
2017-05-04,Etobicoke,Youth,52,53
2017-05-04,North York,Youth,72,73
2017-05-04,Scarborough,Co-ed,66,67
2017-05-04,Scarborough,Youth,0,0
2017-05-04,Toronto,Co-ed,412,545
2017-05-04,Toronto,Families,1192,1331
2017-05-04,Toronto,Men,1678,1792
2017-05-04,Toronto,Women,665,685
2017-05-04,Toronto,Youth,378,392
2017-05-05,Etobicoke,Youth,51,53
2017-05-05,North York,Youth,73,73
2017-05-05,Scarborough,Co-ed,67,67
2017-05-05,Scarborough,Youth,0,0
2017-05-05,Toronto,Co-ed,507,555
2017-05-05,Toronto,Families,1362,1382
2017-05-05,Toronto,Men,1709,1788
2017-05-05,Toronto,Women,681,697
2017-05-05,Toronto,Youth,377,392
2017-05-06,Etobicoke,Youth,52,53
2017-05-06,North York,Youth,69,73
2017-05-06,Scarborough,Co-ed,66,67
2017-05-06,Scarborough,Youth,0,0
2017-05-06,Toronto,Co-ed,421,555
2017-05-06,Toronto,Families,1441,1582
2017-05-06,Toronto,Men,1698,1775
2017-05-06,Toronto,Women,684,697
2017-05-06,Toronto,Youth,375,392
2017-05-07,Etobicoke,Youth,53,53
2017-05-07,North York,Youth,71,73
2017-05-07,Scarborough,Co-ed,67,67
2017-05-07,Scarborough,Youth,0,0
2017-05-07,Toronto,Co-ed,417,559
2017-05-07,Toronto,Families,1525,1582
2017-05-07,Toronto,Men,1638,1751
2017-05-07,Toronto,Women,693,707
2017-05-07,Toronto,Youth,376,392
2017-05-08,Etobicoke,Youth,53,53
2017-05-08,North York,Youth,71,73
2017-05-08,Scarborough,Co-ed,67,67
2017-05-08,Toronto,Co-ed,501,559
2017-05-08,Toronto,Families,1640,1711
2017-05-08,Toronto,Men,1647,1739
2017-05-08,Toronto,Women,690,697
2017-05-08,Toronto,Youth,380,392
2017-05-09,Etobicoke,Youth,51,53
2017-05-09,North York,Youth,72,73
2017-05-09,Scarborough,Co-ed,67,67
2017-05-09,Toronto,Co-ed,405,559
2017-05-09,Toronto,Families,1662,1711
2017-05-09,Toronto,Men,1658,1729
2017-05-09,Toronto,Women,687,697
2017-05-09,Toronto,Youth,381,392
2017-05-10,Etobicoke,Youth,52,53
2017-05-10,North York,Youth,69,73
2017-05-10,Scarborough,Co-ed,66,67
2017-05-10,Toronto,Co-ed,407,519
2017-05-10,Toronto,Families,1800,1821
2017-05-10,Toronto,Men,1685,1749
2017-05-10,Toronto,Women,702,716
2017-05-10,Toronto,Youth,384,392
2017-05-11,Etobicoke,Youth,52,53
2017-05-11,North York,Youth,73,73
2017-05-11,Scarborough,Co-ed,67,67
2017-05-11,Toronto,Co-ed,492,519
2017-05-11,Toronto,Families,1880,1941
2017-05-11,Toronto,Men,1684,1751
2017-05-11,Toronto,Women,720,727
2017-05-11,Toronto,Youth,386,392
2017-05-12,Etobicoke,Youth,53,53
2017-05-12,North York,Youth,69,73
2017-05-12,Scarborough,Co-ed,66,67
2017-05-12,Toronto,Co-ed,412,519
2017-05-12,Toronto,Families,1909,1927
2017-05-12,Toronto,Men,1688,1814
2017-05-12,Toronto,Women,714,731
2017-05-12,Toronto,Youth,380,392
2017-05-13,Etobicoke,Youth,51,53
2017-05-13,North York,Youth,73,73
2017-05-13,Scarborough,Co-ed,67,67
2017-05-13,Scarborough,Youth,0,0
2017-05-13,Toronto,Co-ed,506,555
2017-05-13,Toronto,Families,1370,1382
2017-05-13,Toronto,Men,1688,1788
2017-05-13,Toronto,Women,685,697
2017-05-13,Toronto,Youth,381,392
2017-05-14,Etobicoke,Youth,50,53
2017-05-14,North York,Youth,73,73
2017-05-14,Scarborough,Co-ed,66,67
2017-05-14,Scarborough,Youth,0,0
2017-05-14,Toronto,Co-ed,507,555
2017-05-14,Toronto,Families,1368,1382
2017-05-14,Toronto,Men,1714,1788
2017-05-14,Toronto,Women,688,697
2017-05-14,Toronto,Youth,385,392
2017-05-15,Etobicoke,Youth,52,53
2017-05-15,North York,Youth,73,73
2017-05-15,Scarborough,Co-ed,67,67
2017-05-15,Scarborough,Youth,0,0
2017-05-15,Toronto,Co-ed,425,555
2017-05-15,Toronto,Families,1355,1382
2017-05-15,Toronto,Men,1720,1788
2017-05-15,Toronto,Women,680,697
2017-05-15,Toronto,Youth,381,392
2017-05-16,Etobicoke,Youth,52,53
2017-05-16,North York,Youth,73,73
2017-05-16,Scarborough,Co-ed,66,67
2017-05-16,Scarborough,Youth,0,0
2017-05-16,Toronto,Co-ed,424,555
2017-05-16,Toronto,Families,1376,1382
2017-05-16,Toronto,Men,1705,1788
2017-05-16,Toronto,Women,679,697
2017-05-16,Toronto,Youth,381,392
2017-05-17,Etobicoke,Youth,52,53
2017-05-17,North York,Youth,71,73
2017-05-17,Scarborough,Co-ed,64,67
2017-05-17,Scarborough,Youth,0,0
2017-05-17,Toronto,Co-ed,424,555
2017-05-17,Toronto,Families,1364,1442
2017-05-17,Toronto,Men,1715,1788
2017-05-17,Toronto,Women,677,697
2017-05-17,Toronto,Youth,376,392
2017-05-18,Etobicoke,Youth,53,53
2017-05-18,North York,Youth,72,73
2017-05-18,Scarborough,Co-ed,67,67
2017-05-18,Scarborough,Youth,0,0
2017-05-18,Toronto,Co-ed,424,555
2017-05-18,Toronto,Families,1383,1442
2017-05-18,Toronto,Men,1694,1788
2017-05-18,Toronto,Women,678,697
2017-05-18,Toronto,Youth,380,392
2017-05-19,Etobicoke,Youth,51,53
2017-05-19,North York,Youth,73,73
2017-05-19,Scarborough,Co-ed,66,67
2017-05-19,Scarborough,Youth,0,0
2017-05-19,Toronto,Co-ed,506,555
2017-05-19,Toronto,Families,1388,1442
2017-05-19,Toronto,Men,1702,1788
2017-05-19,Toronto,Women,676,697
2017-05-19,Toronto,Youth,383,392
2017-05-20,Etobicoke,Youth,52,53
2017-05-20,North York,Youth,73,73
2017-05-20,Scarborough,Co-ed,67,67
2017-05-20,Scarborough,Youth,0,0
2017-05-20,Toronto,Co-ed,507,555
2017-05-20,Toronto,Families,1404,1442
2017-05-20,Toronto,Men,1692,1788
2017-05-20,Toronto,Women,681,697
2017-05-20,Toronto,Youth,382,392
2017-05-21,Etobicoke,Youth,53,53
2017-05-21,North York,Youth,73,73
2017-05-21,Scarborough,Co-ed,66,67
2017-05-21,Scarborough,Youth,0,0
2017-05-21,Toronto,Co-ed,507,555
2017-05-21,Toronto,Families,1408,1442
2017-05-21,Toronto,Men,1687,1788
2017-05-21,Toronto,Women,678,697
2017-05-21,Toronto,Youth,384,392
2017-05-22,Etobicoke,Youth,53,53
2017-05-22,North York,Youth,73,73
2017-05-22,Scarborough,Co-ed,67,67
2017-05-22,Scarborough,Youth,0,0
2017-05-22,Toronto,Co-ed,423,555
2017-05-22,Toronto,Families,1412,1442
2017-05-22,Toronto,Men,1712,1788
2017-05-22,Toronto,Women,676,697
2017-05-22,Toronto,Youth,382,392
2017-05-23,Etobicoke,Youth,53,53
2017-05-23,North York,Youth,73,73
2017-05-23,Scarborough,Co-ed,67,67
2017-05-23,Scarborough,Youth,0,0
2017-05-23,Toronto,Co-ed,423,555
2017-05-23,Toronto,Families,1424,1442
2017-05-23,Toronto,Men,1706,1788
2017-05-23,Toronto,Women,678,697
2017-05-23,Toronto,Youth,380,392
2017-05-24,Etobicoke,Youth,53,53
2017-05-24,North York,Youth,73,73
2017-05-24,Scarborough,Co-ed,67,67
2017-05-24,Scarborough,Youth,0,0
2017-05-24,Toronto,Co-ed,424,555
2017-05-24,Toronto,Families,1430,1442
2017-05-24,Toronto,Men,1702,1788
2017-05-24,Toronto,Women,681,697
2017-05-24,Toronto,Youth,380,392
2017-05-25,Etobicoke,Youth,52,53
2017-05-25,North York,Youth,73,73
2017-05-25,Scarborough,Co-ed,67,67
2017-05-25,Scarborough,Youth,0,0
2017-05-25,Toronto,Co-ed,422,555
2017-05-25,Toronto,Families,1429,1442
2017-05-25,Toronto,Men,1720,1778
2017-05-25,Toronto,Women,681,697
2017-05-25,Toronto,Youth,378,392
2017-05-26,Etobicoke,Youth,52,53
2017-05-26,North York,Youth,73,73
2017-05-26,Scarborough,Co-ed,66,67
2017-05-26,Scarborough,Youth,0,0
2017-05-26,Toronto,Co-ed,502,555
2017-05-26,Toronto,Families,1465,1442
2017-05-26,Toronto,Men,1689,1778
2017-05-26,Toronto,Women,682,697
2017-05-26,Toronto,Youth,372,392
2017-05-27,Etobicoke,Youth,52,53
2017-05-27,North York,Youth,73,73
2017-05-27,Scarborough,Co-ed,67,67
2017-05-27,Scarborough,Youth,0,0
2017-05-27,Toronto,Co-ed,495,555
2017-05-27,Toronto,Families,1465,1442
2017-05-27,Toronto,Men,1700,1778
2017-05-27,Toronto,Women,679,697
2017-05-27,Toronto,Youth,377,392
2017-05-28,Etobicoke,Youth,52,53
2017-05-28,North York,Youth,72,73
2017-05-28,Scarborough,Co-ed,66,67
2017-05-28,Scarborough,Youth,0,0
2017-05-28,Toronto,Co-ed,503,555
2017-05-28,Toronto,Families,1457,1442
2017-05-28,Toronto,Men,1685,1778
2017-05-28,Toronto,Women,684,697
2017-05-28,Toronto,Youth,379,392
2017-05-29,Etobicoke,Youth,53,53
2017-05-29,North York,Youth,73,73
2017-05-29,Scarborough,Co-ed,66,67
2017-05-29,Scarborough,Youth,0,0
2017-05-29,Toronto,Co-ed,419,555
2017-05-29,Toronto,Families,1468,1442
2017-05-29,Toronto,Men,1693,1778
2017-05-29,Toronto,Women,680,697
2017-05-29,Toronto,Youth,379,392
2017-05-30,Etobicoke,Youth,53,53
2017-05-30,North York,Youth,72,73
2017-05-30,Scarborough,Co-ed,67,67
2017-05-30,Scarborough,Youth,0,0
2017-05-30,Toronto,Co-ed,420,555
2017-05-30,Toronto,Families,1472,1442
2017-05-30,Toronto,Men,1695,1778
2017-05-30,Toronto,Women,674,697
2017-05-30,Toronto,Youth,378,392
2017-05-31,Etobicoke,Youth,52,53
